country,state,year,quarter,registered_users,apps_opened
india,andaman-&-nicobar-islands,2018,Q1,6740,0
india,andaman-&-nicobar-islands,2018,Q1,6740,0
india,andaman-&-nicobar-islands,2018,Q2,9405,0
india,andaman-&-nicobar-islands,2018,Q2,9405,0
india,andaman-&-nicobar-islands,2018,Q3,12149,0
india,andaman-&-nicobar-islands,2018,Q3,12149,0
india,andaman-&-nicobar-islands,2018,Q4,15222,0
india,andaman-&-nicobar-islands,2018,Q4,15222,0
india,andaman-&-nicobar-islands,2019,Q1,18596,0
india,andaman-&-nicobar-islands,2019,Q1,18596,0
india,andaman-&-nicobar-islands,2019,Q2,21731,52640
india,andaman-&-nicobar-islands,2019,Q2,21731,52640
india,andaman-&-nicobar-islands,2019,Q3,23931,171107
india,andaman-&-nicobar-islands,2019,Q3,23931,171107
india,andaman-&-nicobar-islands,2019,Q4,25960,177012
india,andaman-&-nicobar-islands,2019,Q4,25960,177012
india,andaman-&-nicobar-islands,2020,Q1,28368,193586
india,andaman-&-nicobar-islands,2020,Q1,28368,193586
india,andaman-&-nicobar-islands,2020,Q2,32710,305072
india,andaman-&-nicobar-islands,2020,Q2,32710,305072
india,andaman-&-nicobar-islands,2020,Q3,41335,515565
india,andaman-&-nicobar-islands,2020,Q3,41335,515565
india,andaman-&-nicobar-islands,2020,Q4,52396,887208
india,andaman-&-nicobar-islands,2020,Q4,52396,887208
india,andaman-&-nicobar-islands,2021,Q1,57758,1004336
india,andaman-&-nicobar-islands,2021,Q1,57758,1004336
india,andaman-&-nicobar-islands,2021,Q2,62095,2248223
india,andaman-&-nicobar-islands,2021,Q2,62095,2248223
india,andaman-&-nicobar-islands,2021,Q3,66982,3121625
india,andaman-&-nicobar-islands,2021,Q3,66982,3121625
india,andaman-&-nicobar-islands,2021,Q4,71780,2112910
india,andaman-&-nicobar-islands,2021,Q4,71780,2112910
india,andaman-&-nicobar-islands,2022,Q1,76288,3847407
india,andaman-&-nicobar-islands,2022,Q1,76288,3847407
india,andaman-&-nicobar-islands,2022,Q2,80530,5180013
india,andaman-&-nicobar-islands,2022,Q2,80530,5180013
india,andaman-&-nicobar-islands,2022,Q3,84642,6068354
india,andaman-&-nicobar-islands,2022,Q3,84642,6068354
india,andaman-&-nicobar-islands,2022,Q4,88442,4354093
india,andaman-&-nicobar-islands,2022,Q4,88442,4354093
india,andhra-pradesh,2018,Q1,3336450,0
india,andhra-pradesh,2018,Q1,3336450,0
india,andhra-pradesh,2018,Q2,4402540,0
india,andhra-pradesh,2018,Q2,4402540,0
india,andhra-pradesh,2018,Q3,5427617,0
india,andhra-pradesh,2018,Q3,5427617,0
india,andhra-pradesh,2018,Q4,6857409,0
india,andhra-pradesh,2018,Q4,6857409,0
india,andhra-pradesh,2019,Q1,8283019,0
india,andhra-pradesh,2019,Q1,8283019,0
india,andhra-pradesh,2019,Q2,9389003,81375251
india,andhra-pradesh,2019,Q2,9389003,81375251
india,andhra-pradesh,2019,Q3,10458693,310953542
india,andhra-pradesh,2019,Q3,10458693,310953542
india,andhra-pradesh,2019,Q4,11757883,411201518
india,andhra-pradesh,2019,Q4,11757883,411201518
india,andhra-pradesh,2020,Q1,13022060,486513773
india,andhra-pradesh,2020,Q1,13022060,486513773
india,andhra-pradesh,2020,Q2,14319675,494341698
india,andhra-pradesh,2020,Q2,14319675,494341698
india,andhra-pradesh,2020,Q3,15692405,696300382
india,andhra-pradesh,2020,Q3,15692405,696300382
india,andhra-pradesh,2020,Q4,17076565,869078538
india,andhra-pradesh,2020,Q4,17076565,869078538
india,andhra-pradesh,2021,Q1,18363733,957709447
india,andhra-pradesh,2021,Q1,18363733,957709447
india,andhra-pradesh,2021,Q2,19620905,1044705436
india,andhra-pradesh,2021,Q2,19620905,1044705436
india,andhra-pradesh,2021,Q3,21059898,1258536879
india,andhra-pradesh,2021,Q3,21059898,1258536879
india,andhra-pradesh,2021,Q4,22489029,1447717601
india,andhra-pradesh,2021,Q4,22489029,1447717601
india,andhra-pradesh,2022,Q1,23857951,1254785973
india,andhra-pradesh,2022,Q1,23857951,1254785973
india,andhra-pradesh,2022,Q2,25157264,1378736856
india,andhra-pradesh,2022,Q2,25157264,1378736856
india,andhra-pradesh,2022,Q3,26496330,1357005703
india,andhra-pradesh,2022,Q3,26496330,1357005703
india,andhra-pradesh,2022,Q4,27778016,1673374802
india,andhra-pradesh,2022,Q4,27778016,1673374802
india,arunachal-pradesh,2018,Q1,21495,0
india,arunachal-pradesh,2018,Q1,21495,0
india,arunachal-pradesh,2018,Q2,32883,0
india,arunachal-pradesh,2018,Q2,32883,0
india,arunachal-pradesh,2018,Q3,45922,0
india,arunachal-pradesh,2018,Q3,45922,0
india,arunachal-pradesh,2018,Q4,61852,0
india,arunachal-pradesh,2018,Q4,61852,0
india,arunachal-pradesh,2019,Q1,76957,0
india,arunachal-pradesh,2019,Q1,76957,0
india,arunachal-pradesh,2019,Q2,95885,502873
india,arunachal-pradesh,2019,Q2,95885,502873
india,arunachal-pradesh,2019,Q3,112149,1811700
india,arunachal-pradesh,2019,Q3,112149,1811700
india,arunachal-pradesh,2019,Q4,129321,2140340
india,arunachal-pradesh,2019,Q4,129321,2140340
india,arunachal-pradesh,2020,Q1,149066,2598321
india,arunachal-pradesh,2020,Q1,149066,2598321
india,arunachal-pradesh,2020,Q2,177534,3387006
india,arunachal-pradesh,2020,Q2,177534,3387006
india,arunachal-pradesh,2020,Q3,206046,4003421
india,arunachal-pradesh,2020,Q3,206046,4003421
india,arunachal-pradesh,2020,Q4,231292,4472667
india,arunachal-pradesh,2020,Q4,231292,4472667
india,arunachal-pradesh,2021,Q1,251240,4796708
india,arunachal-pradesh,2021,Q1,251240,4796708
india,arunachal-pradesh,2021,Q2,270572,13025849
india,arunachal-pradesh,2021,Q2,270572,13025849
india,arunachal-pradesh,2021,Q3,293073,17209654
india,arunachal-pradesh,2021,Q3,293073,17209654
india,arunachal-pradesh,2021,Q4,314944,11230295
india,arunachal-pradesh,2021,Q4,314944,11230295
india,arunachal-pradesh,2022,Q1,335339,41418559
india,arunachal-pradesh,2022,Q1,335339,41418559
india,arunachal-pradesh,2022,Q2,354528,49889518
india,arunachal-pradesh,2022,Q2,354528,49889518
india,arunachal-pradesh,2022,Q3,373372,59722628
india,arunachal-pradesh,2022,Q3,373372,59722628
india,arunachal-pradesh,2022,Q4,390307,21775038
india,arunachal-pradesh,2022,Q4,390307,21775038
india,assam,2018,Q1,385237,0
india,assam,2018,Q1,385237,0
india,assam,2018,Q2,571046,0
india,assam,2018,Q2,571046,0
india,assam,2018,Q3,784802,0
india,assam,2018,Q3,784802,0
india,assam,2018,Q4,1039221,0
india,assam,2018,Q4,1039221,0
india,assam,2019,Q1,1259085,0
india,assam,2019,Q1,1259085,0
india,assam,2019,Q2,1500128,7350326
india,assam,2019,Q2,1500128,7350326
india,assam,2019,Q3,1731523,25393673
india,assam,2019,Q3,1731523,25393673
india,assam,2019,Q4,1941220,26599449
india,assam,2019,Q4,1941220,26599449
india,assam,2020,Q1,2185938,33097892
india,assam,2020,Q1,2185938,33097892
india,assam,2020,Q2,2550883,39304924
india,assam,2020,Q2,2550883,39304924
india,assam,2020,Q3,2830011,41875278
india,assam,2020,Q3,2830011,41875278
india,assam,2020,Q4,3106153,49321814
india,assam,2020,Q4,3106153,49321814
india,assam,2021,Q1,3358448,56752364
india,assam,2021,Q1,3358448,56752364
india,assam,2021,Q2,3617056,102003890
india,assam,2021,Q2,3617056,102003890
india,assam,2021,Q3,3918480,135288631
india,assam,2021,Q3,3918480,135288631
india,assam,2021,Q4,4209591,130600435
india,assam,2021,Q4,4209591,130600435
india,assam,2022,Q1,4492589,281642453
india,assam,2022,Q1,4492589,281642453
india,assam,2022,Q2,4755787,339929089
india,assam,2022,Q2,4755787,339929089
india,assam,2022,Q3,5016910,410760707
india,assam,2022,Q3,5016910,410760707
india,assam,2022,Q4,5247776,248781157
india,assam,2022,Q4,5247776,248781157
india,bihar,2018,Q1,2133804,0
india,bihar,2018,Q1,2133804,0
india,bihar,2018,Q2,3005872,0
india,bihar,2018,Q2,3005872,0
india,bihar,2018,Q3,3784535,0
india,bihar,2018,Q3,3784535,0
india,bihar,2018,Q4,4776665,0
india,bihar,2018,Q4,4776665,0
india,bihar,2019,Q1,5745117,0
india,bihar,2019,Q1,5745117,0
india,bihar,2019,Q2,6589759,39607022
india,bihar,2019,Q2,6589759,39607022
india,bihar,2019,Q3,7380265,126521298
india,bihar,2019,Q3,7380265,126521298
india,bihar,2019,Q4,8342274,163998097
india,bihar,2019,Q4,8342274,163998097
india,bihar,2020,Q1,9351234,183868505
india,bihar,2020,Q1,9351234,183868505
india,bihar,2020,Q2,10603767,218435035
india,bihar,2020,Q2,10603767,218435035
india,bihar,2020,Q3,11763213,266652644
india,bihar,2020,Q3,11763213,266652644
india,bihar,2020,Q4,12889833,317056600
india,bihar,2020,Q4,12889833,317056600
india,bihar,2021,Q1,13946288,355792608
india,bihar,2021,Q1,13946288,355792608
india,bihar,2021,Q2,14972134,371198660
india,bihar,2021,Q2,14972134,371198660
india,bihar,2021,Q3,16160771,421801379
india,bihar,2021,Q3,16160771,421801379
india,bihar,2021,Q4,17335981,647400838
india,bihar,2021,Q4,17335981,647400838
india,bihar,2022,Q1,18484658,316991599
india,bihar,2022,Q1,18484658,316991599
india,bihar,2022,Q2,19569894,348588438
india,bihar,2022,Q2,19569894,348588438
india,bihar,2022,Q3,20694376,336807385
india,bihar,2022,Q3,20694376,336807385
india,bihar,2022,Q4,21738117,834827202
india,bihar,2022,Q4,21738117,834827202
india,chandigarh,2018,Q1,86268,0
india,chandigarh,2018,Q1,86268,0
india,chandigarh,2018,Q2,115219,0
india,chandigarh,2018,Q2,115219,0
india,chandigarh,2018,Q3,143893,0
india,chandigarh,2018,Q3,143893,0
india,chandigarh,2018,Q4,177747,0
india,chandigarh,2018,Q4,177747,0
india,chandigarh,2019,Q1,209175,0
india,chandigarh,2019,Q1,209175,0
india,chandigarh,2019,Q2,240439,1220176
india,chandigarh,2019,Q2,240439,1220176
india,chandigarh,2019,Q3,267337,4625196
india,chandigarh,2019,Q3,267337,4625196
india,chandigarh,2019,Q4,289590,4960441
india,chandigarh,2019,Q4,289590,4960441
india,chandigarh,2020,Q1,312887,5201211
india,chandigarh,2020,Q1,312887,5201211
india,chandigarh,2020,Q2,336351,3451250
india,chandigarh,2020,Q2,336351,3451250
india,chandigarh,2020,Q3,362588,4888739
india,chandigarh,2020,Q3,362588,4888739
india,chandigarh,2020,Q4,391402,6477974
india,chandigarh,2020,Q4,391402,6477974
india,chandigarh,2021,Q1,419998,7919533
india,chandigarh,2021,Q1,419998,7919533
india,chandigarh,2021,Q2,448572,4733924
india,chandigarh,2021,Q2,448572,4733924
india,chandigarh,2021,Q3,480463,6378807
india,chandigarh,2021,Q3,480463,6378807
india,chandigarh,2021,Q4,512092,11603954
india,chandigarh,2021,Q4,512092,11603954
india,chandigarh,2022,Q1,541549,2321685
india,chandigarh,2022,Q1,541549,2321685
india,chandigarh,2022,Q2,569582,2285979
india,chandigarh,2022,Q2,569582,2285979
india,chandigarh,2022,Q3,598698,2173356
india,chandigarh,2022,Q3,598698,2173356
india,chandigarh,2022,Q4,627563,15308862
india,chandigarh,2022,Q4,627563,15308862
india,chhattisgarh,2018,Q1,679263,0
india,chhattisgarh,2018,Q1,679263,0
india,chhattisgarh,2018,Q2,950675,0
india,chhattisgarh,2018,Q2,950675,0
india,chhattisgarh,2018,Q3,1217792,0
india,chhattisgarh,2018,Q3,1217792,0
india,chhattisgarh,2018,Q4,1579998,0
india,chhattisgarh,2018,Q4,1579998,0
india,chhattisgarh,2019,Q1,1908898,0
india,chhattisgarh,2019,Q1,1908898,0
india,chhattisgarh,2019,Q2,2191066,13206373
india,chhattisgarh,2019,Q2,2191066,13206373
india,chhattisgarh,2019,Q3,2435058,46362341
india,chhattisgarh,2019,Q3,2435058,46362341
india,chhattisgarh,2019,Q4,2725900,57278977
india,chhattisgarh,2019,Q4,2725900,57278977
india,chhattisgarh,2020,Q1,3016487,64224101
india,chhattisgarh,2020,Q1,3016487,64224101
india,chhattisgarh,2020,Q2,3401658,68493384
india,chhattisgarh,2020,Q2,3401658,68493384
india,chhattisgarh,2020,Q3,3799386,86918606
india,chhattisgarh,2020,Q3,3799386,86918606
india,chhattisgarh,2020,Q4,4190601,109900467
india,chhattisgarh,2020,Q4,4190601,109900467
india,chhattisgarh,2021,Q1,4514551,124648704
india,chhattisgarh,2021,Q1,4514551,124648704
india,chhattisgarh,2021,Q2,4837055,205784717
india,chhattisgarh,2021,Q2,4837055,205784717
india,chhattisgarh,2021,Q3,5206084,276486076
india,chhattisgarh,2021,Q3,5206084,276486076
india,chhattisgarh,2021,Q4,5565481,251752583
india,chhattisgarh,2021,Q4,5565481,251752583
india,chhattisgarh,2022,Q1,5916961,448503438
india,chhattisgarh,2022,Q1,5916961,448503438
india,chhattisgarh,2022,Q2,6238349,501411120
india,chhattisgarh,2022,Q2,6238349,501411120
india,chhattisgarh,2022,Q3,6562237,543206487
india,chhattisgarh,2022,Q3,6562237,543206487
india,chhattisgarh,2022,Q4,6846822,354976814
india,chhattisgarh,2022,Q4,6846822,354976814
india,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q1,53258,0
india,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q1,53258,0
india,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q2,71458,0
india,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q2,71458,0
india,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q3,92107,0
india,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q3,92107,0
india,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q4,116511,0
india,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q4,116511,0
india,dadra-&-nagar-haveli-&-daman-&-diu,2019,Q1,140532,0
india,dadra-&-nagar-haveli-&-daman-&-diu,2019,Q1,140532,0
india,dadra-&-nagar-haveli-&-daman-&-diu,2019,Q2,158580,860686
india,dadra-&-nagar-haveli-&-daman-&-diu,2019,Q2,158580,860686
india,dadra-&-nagar-haveli-&-daman-&-diu,2019,Q3,176929,3126189
india,dadra-&-nagar-haveli-&-daman-&-diu,2019,Q3,176929,3126189
india,dadra-&-nagar-haveli-&-daman-&-diu,2019,Q4,197598,3770543
india,dadra-&-nagar-haveli-&-daman-&-diu,2019,Q4,197598,3770543
india,dadra-&-nagar-haveli-&-daman-&-diu,2020,Q1,218496,4195122
india,dadra-&-nagar-haveli-&-daman-&-diu,2020,Q1,218496,4195122
india,dadra-&-nagar-haveli-&-daman-&-diu,2020,Q2,244814,4505127
india,dadra-&-nagar-haveli-&-daman-&-diu,2020,Q2,244814,4505127
india,dadra-&-nagar-haveli-&-daman-&-diu,2020,Q3,267946,4421499
india,dadra-&-nagar-haveli-&-daman-&-diu,2020,Q3,267946,4421499
india,dadra-&-nagar-haveli-&-daman-&-diu,2020,Q4,296493,6196436
india,dadra-&-nagar-haveli-&-daman-&-diu,2020,Q4,296493,6196436
india,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q1,321396,7302462
india,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q1,321396,7302462
india,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q2,344994,5062983
india,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q2,344994,5062983
india,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q3,371874,7162734
india,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q3,371874,7162734
india,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q4,398963,15009455
india,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q4,398963,15009455
india,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q1,424570,3910792
india,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q1,424570,3910792
india,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q2,449016,3886292
india,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q2,449016,3886292
india,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q3,474807,3837881
india,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q3,474807,3837881
india,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q4,500125,24066770
india,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q4,500125,24066770
india,delhi,2018,Q1,2087022,0
india,delhi,2018,Q1,2087022,0
india,delhi,2018,Q2,2756141,0
india,delhi,2018,Q2,2756141,0
india,delhi,2018,Q3,3504911,0
india,delhi,2018,Q3,3504911,0
india,delhi,2018,Q4,4630313,0
india,delhi,2018,Q4,4630313,0
india,delhi,2019,Q1,5499263,0
india,delhi,2019,Q1,5499263,0
india,delhi,2019,Q2,6165448,43731570
india,delhi,2019,Q2,6165448,43731570
india,delhi,2019,Q3,6782286,163381027
india,delhi,2019,Q3,6782286,163381027
india,delhi,2019,Q4,7289883,172682671
india,delhi,2019,Q4,7289883,172682671
india,delhi,2020,Q1,7826197,178263986
india,delhi,2020,Q1,7826197,178263986
india,delhi,2020,Q2,8391139,142852253
india,delhi,2020,Q2,8391139,142852253
india,delhi,2020,Q3,9044174,190025029
india,delhi,2020,Q3,9044174,190025029
india,delhi,2020,Q4,9747968,243433752
india,delhi,2020,Q4,9747968,243433752
india,delhi,2021,Q1,10467210,281201600
india,delhi,2021,Q1,10467210,281201600
india,delhi,2021,Q2,11182699,164997774
india,delhi,2021,Q2,11182699,164997774
india,delhi,2021,Q3,11980061,223844376
india,delhi,2021,Q3,11980061,223844376
india,delhi,2021,Q4,12785127,345669353
india,delhi,2021,Q4,12785127,345669353
india,delhi,2022,Q1,13539197,57524153
india,delhi,2022,Q1,13539197,57524153
india,delhi,2022,Q2,14260143,52553080
india,delhi,2022,Q2,14260143,52553080
india,delhi,2022,Q3,15009523,49919498
india,delhi,2022,Q3,15009523,49919498
india,delhi,2022,Q4,15764149,401864749
india,delhi,2022,Q4,15764149,401864749
india,goa,2018,Q1,91936,0
india,goa,2018,Q1,91936,0
india,goa,2018,Q2,122174,0
india,goa,2018,Q2,122174,0
india,goa,2018,Q3,153802,0
india,goa,2018,Q3,153802,0
india,goa,2018,Q4,195350,0
india,goa,2018,Q4,195350,0
india,goa,2019,Q1,238152,0
india,goa,2019,Q1,238152,0
india,goa,2019,Q2,278940,1352232
india,goa,2019,Q2,278940,1352232
india,goa,2019,Q3,317194,4753892
india,goa,2019,Q3,317194,4753892
india,goa,2019,Q4,353546,6290543
india,goa,2019,Q4,353546,6290543
india,goa,2020,Q1,391900,7147233
india,goa,2020,Q1,391900,7147233
india,goa,2020,Q2,430639,5310126
india,goa,2020,Q2,430639,5310126
india,goa,2020,Q3,474962,6129766
